"id_config","id_variable","tipo_variable","clave","valor","descripcion","tipo_valor","items","dependent_clave","dependent_valor","editable","co_operation","da_update"
95,20,"C","historicoTasa","true","<p align=""justify""><b>¿Desea que los vendedores puedan elegir la tasa de cambio anteriores a la actual? </b><br>SI: Se mostrará un selector con las tasas anteriores <br> NO: No Solo se mostrará la tasa actual</p>","selectBoolean","","","",True,"I","2026-02-20 10:49:32.364558"
96,21,"C","mesesTasa","3","<p align=""justify""><b>Indique ¿cuántos meses anteriores desea mostrar la tasa de conversión? </b><br>  Indicar la cantidad de meses a mostrar, la cantidad máxima es de seis (6)</p>","integer","1,6","historicoTasa","true",True,"I","2026-04-28 19:28:11.319265"
97,22,"C","userCanSelectIGTF","false","<p align=""justify""><b>¿Desean habilitar el IGTF en el cobro? </b><br> SI: Se mostrará el campo de ""IGTF"" en el cobro <br> NO: No se muestra el campo de ""IGTF"" en el cobro</p>","selectBoolean","","","",True,"I","2026-04-28 19:31:23.33768"
98,23,"C","igtfDefault","false","<p align=""justify""><b>¿Desean que el pago del IGTF en un documento separado sea la opciòn por defecto?</b><br> SI: Estará activado el IGTF en un documento aparte <br> NO: No estará activado el IGTF en un documento aparte</p>","selectBoolean","","userCanSelectIGTF","true",True,"I","2025-10-13 09:35:54.40756"
99,24,"C","disableCheckIGTF","false","<p align=""justify""><b>¿Desea bloquear el check de IGTF separado?</b></b><br> SI: El usuario no podrá cambiar el check de IGTF separado <br> NO: El usuario podrá cambiar el check de IGTF separado</p></p>","selectBoolean","","userCanSelectIGTF","true",True,"I","2025-10-13 09:35:54.40756"
100,25,"C","requiredComment","false","<p align=""justify""><b>¿Desea que el campo comentario sea obligatorio al hacer un cobro?</b></b><br> SI: El campo Comentario será obligatorio <br> NO: No es obligatorio escribir un comentario</p></p>","selectBoolean","","","",True,"I","2026-01-23 11:15:36.692735"
101,26,"C","validateCollectionDate","false","<p align=""""justify""""><b>¿Desea que la fecha de la tasa de conversion sea igual que la fecha del depósito y transferencia?</b><br> SI: Las fechas serán siempre iguales para cobros y anticipos<BR> NO: No se validan las fechas</p>","selectBoolean","","","",True,"I","2026-06-10 10:10:28.009282"
102,27,"C","userCanCollectIva","false","<p align=""""justify""""><b>¿Desea permitir cobro del 25% del iva a clientes identificados?</b><br> SI: habilita sub-módulo de cobros del 25%<BR> NO: No se habilita el módulo</p>","selectBoolean","","","",True,"I","2026-05-21 13:06:41.869202"
103,28,"C","historicPartialPayment","true","<p align=""""justify""""><b>¿Desea visualizar un histórico de pagos parciales por documento?</b><br> SI: podría visualizar un histórico de pago parcial por documento<BR> NO: No se visualiza el histórico</p>","selectBoolean","","","",True,"I","2025-10-13 09:35:54.40756"
107,37,"P","disableDaDispatch","true","<p align=""""justify""""><b>¿Desea que la fecha de despacho sea opcional y este deshabilitada por defecto?</b><br> SI: La fecha de despacho será opcional<BR> NO: La fecha de despacho será obligatorio en los pedidos</p>","selectBoolean","","","",True,"I","2026-02-12 17:03:39.165679"
108,6,"C","RangoToleranciaPositiva","100000","<p align=""justify""><b>Indique El monto máximo de tolerancia positiva)</b><br> El número ingresado será el monto máximo de tolerancia positiva en los Cobros</p>","float","0,100000","tolerancia0","true",True,"I","2026-03-25 17:50:08.006841"
109,6,"C","RangoToleranciaNegativa","100000","<p align=""justify""><b>Indique El monto máximo de tolerancia negativa</b><br> El número ingresado será el monto máximo de tolerancia negativa en los Cobros</p>","float","0,100000","tolerancia0","true",True,"I","2026-03-25 17:50:08.006841"
110,42,"G","rolPlanta","false","<p align=""justify""><b>¿Manejan el rol Planta?</b></b><br> SI: Podrán crear usuarios con el rol Planta y ver Dashboard de Productos vendidos <br> NO: No se habilita el rol Planta</p></p>","selectBoolean","","","",True,"I","2026-04-28 18:44:58.092791"
116,41,"G","transportRole","true","<p align=""justify""><b>¿Manejan el rol Transportista?</b></b><br> SI: Podrán crear usuarios con el rol Transportista <br> NO: No se habilita el rol Transportista</p></p>","selectBoolean","","","",True,"I","2026-03-19 13:53:02.332578"
117,43,"G","notificationsVisit","false","<p align=""justify""><b>¿Desea recibir notificaciones por correo de despachos realizados por la app móvil? </b><br> SI: Envía el correo notificación <br> NO: No se envía el correo de notificación</p>","selectBoolean","","","",True,"I","2026-06-12 13:20:01.93454"
118,40,"G","transactionHistory","true","<p align=""justify""><b>¿Desea descargar historico de transacciones? </b><br> SI: Se se descarga el histórico de transacciones <br> NO: No se descarga el histórico de transacciones</p>","selectBoolean","","","",True,"I","2026-03-19 13:53:02.332578"
119,41,"G","historyMonths","3","<p align=""justify""><b>Indique ¿cuántos meses anteriores desea tener el historial de transacciones? </b><br>  Indicar la cantidad de meses, la cantidad máxima es de tres (3)</p>","integer","1,3","transactionHistory","true",True,"I","2026-04-28 18:40:27.929288"
120,43,"G","commisionReport","false","<p align=""""justify""""><b>¿Dsean visualizar en la app web un reporte de comisiones por vendedor? </b><br> SI: Se mostrará un reporte de comisiones por vendedor<br> NO: No se mostrará reporte de comisiones</p>","selectBoolean","","","",True,"I","2026-04-28 18:44:58.092791"
121,2,"P","userCanChangePriceListProduct","false","<p align=""justify""><b>¿Pueden los vendedores cambiar las listas de precio por cada producto? </b><br> SI: Permite al usuario cambiar la lista de precio por producto <br> NO: No permite al usuario cambiar la lista de precio por producto</p>","selectBoolean","","userCanChangePriceList","true",True,"I","2025-11-30 13:46:51.116185"
122,42,"G","conversionCalculator","true","<p align=""""justify""""><b>¿Pueden los usuarios ver calculadora de conversión de precios? </b><br> SI: Se mostrará calculadora de conversión<br> NO: No se mostrará calculadora de conversión</p>","selectBoolean","","","",True,"I","2026-02-12 17:08:49.54035"
123,44,"G","imageWeightLimit","30","<p align=""justify""><b>Indique el peso máximo de las imágenes, en MB </b><br> El número ingresado será el límite máximo de MB que puede tener una imagen adjunta.</p>","integer","0,50","","",True,"I","2025-11-30 13:47:44.781232"
124,45,"G","dashboardOnlyAdmin","true","<p align=""justify""><b>¿Desea que el Dashboard web solo sea visible para el rol Administrador?</b></b><br> Si: Se mostrará el dashboard solo al rol Administrador <br> NO: El dashboard será visible para todos los roles </p></p>","selectBoolean","","","",True,"I","2026-03-19 13:53:02.332578"
125,46,"G","currencyModule","true","<p align=""justify""><b>Podrá seleccionar las monedas y conversiones a visualizar por módulo</b></b><br> Si: se aplicará la configuración <br> NO: Igual se aplicará la configuración </p></p>","selectBoolean","","","",False,"I","2025-11-30 13:48:10.604162"
126,14,"C","userCanAddRetention","false","<p align=""""justify""""><b>¿Los usuario pueden agregar retenciones libres sin factura?</b><br> SI: podrán realizar retenciones sin asociar una factura<BR> NO: Solo se podrán relizar retenciones con factura</p>","selectBoolean","","","",True,"I","2026-04-28 19:28:11.319265"
138,14,"C","enableDifferenceCodes","true","<p align=""""justify""""><b>¿Desea Seleccionar origen de diferencia en cobros?</b><br> SI: Se habilitará selector de origen de diferencia<BR> NO: No se habilitará selector de origen de diferencia</p>","selectBoolean","","","",True,"I","2026-02-13 17:00:41.828951"
139,46,"G","addressByUser","true","<p align=""""justify""""><b>¿Desea asignar las sucursales de los clientes a los vendedores?</b><br> SI: Se debe enviar en el archivo CLIENT_TEMPLATE_USER el código de las sucursalas<BR> NO: Los usuarios estarán asignados a los clientes y a todas sus sucursales </p>","selectBoolean","","","",True,"I","2026-04-28 18:44:58.092791"
148,47,"G","vatExemptProducts","false","<p align=""""justify""""><b>¿Desea asignar el IVA por producto?</b><br> SI: Se debe enviar en el archivo product el monto de los impuestos<BR> NO: se usará la configuracion web </p>","selectBoolean","","","",True,"I","2026-06-10 03:30:52.151502"
232,30,"C","userCanSelectCollectDiscount","false","<p align=""justify""><b>¿Desea habilitar descuentos en cobros?</b></b><br> SI: Se podrá seleccionar uno o mas descuentos en cobros <br> NO: No se podrá seleccionar descuentos en cobros </p></p>","selectBoolean","","","",True,"I","2026-04-28 19:31:23.33768"
233,31,"C","reconciliation","false","<p align=""justify""><b>¿Desea habilitar conciliaciones bancarias en cobros?</b></b><br> SI: Se podrá subir un archivo para hacer conciliaciones bancarias automáticas <br> NO: No se podrá realizar conciliaciones bancarias automáticas en cobros </p></p>","selectBoolean","","","",True,"I","2026-03-29 11:45:39.618558"
234,48,"C","showExchangeRateSelector","false","<p align=""""justify""""><b>¿Desea visualizar la tasa paralela en reporte de cobros?</b><br> SI: Se mostrará un selector en Reporte de Cobros para cambiar la tasa<BR> NO: no se mostrará selector.</p>","selectBoolean","","","",True,"I","2026-02-20 09:11:06.865394"
235,47,"G","cloudAttachments","false","<p align=""justify""><b>¿Desea almacenar los archivos adjuntos en la nube?</b></b><br> SI: Se almacenarán los adjuntos en la nube <br> NO: se almacenarán los adjuntos en el servidor local </p></p>","selectBoolean","","","",False,"I","2026-02-20 09:11:06.865394"
238,39,"G","showWarehouseDetails","false","<p align=""""justify""""><b>¿Desea ver columna de almacen al ver los detalles de pedido/facturas?</b><br> SI: Se mostrará columna de almacen<BR> NO: No se mostrará columna de almacen</p>","selectBoolean","","","",True,"I","2026-03-19 13:53:02.332578"
239,40,"P","displayProductPoints","false","<p align=""""justify""""><b>¿Desea ver cantidad de puntos por producto?</b><br> SI: Se mostrarán puntos<BR> NO: No se mostrarán puntos</p>","selectBoolean","","","",True,"I","2026-02-20 09:11:06.865394"
240,41,"P","hideStock0","true","<p align=""""justify""""><b>¿Desea ocultar productos que no tienen stock?</b><br> SI: Se ocultarán  productos que no tienen stock<BR> NO: Se mostrarán productos que no tienen stock</p>","selectBoolean","","stock0","false",True,"I","2026-03-19 16:19:02.604015"
262,48,"G","customEmailFooterOrder","true","<p align=""""justify""""><b>¿Desea Usar un pie de pagina personalizado en los correos de pedido?</b><br> SI: Se usará pie de pagina personalizado<BR> NO: No se usará pie de pagina personalizado</p>","selectBoolean","","notificationsOrder","true",True,"I","2026-03-19 13:53:02.332578"
263,49,"G","customEmailFooterOrderText","Central Foods J412786490","<p align=""""justify""""><b>Indique el pie de pagina a usar en pedidos</b><br> SI: Coloque pie de pagina<BR> NO: Dejar el campo vacio</p>","text","","customEmailFooterOrder","true",True,"I","2026-04-28 18:53:49.112425"
264,50,"G","customEmailFooterCollection","false","<p align=""""justify""""><b>¿Desea Usar un pie de pagina personalizado en los correos de cobros?</b><br> SI: Se usará pie de pagina personalizado<BR> NO: No se usará pie de pagina personalizado</p>","selectBoolean","","notificationsCollection","true",True,"I","2026-04-28 18:53:49.112425"
265,51,"G","customEmailFooterCollectionText","","<p align=""""justify""""><b>Indique el pie de pagina a usar en cobros</b><br> SI: Coloque pie de pagina<BR> NO: Dejar el campo vacio</p>","text","","customEmailFooterCollection","true",True,"I","2026-03-04 11:51:27.31158"
266,52,"G","customEmailFooterVisit","false","<p align=""""justify""""><b>¿Desea Usar un pie de pagina personalizado en los correos de despachos?</b><br> SI: Se usará pie de pagina personalizado<BR> NO: No se usará pie de pagina personalizado</p>","selectBoolean","","notificationsVisit","true",True,"I","2026-04-28 18:53:49.112425"
267,53,"G","customEmailFooterVisitText","","<p align=""""justify""""><b>Indique el pie de pagina a usar en despachos</b><br> SI: Coloque pie de pagina<BR> NO: Dejar el campo vacio</p>","text","","customEmailFooterVisit","true",True,"I","2026-03-04 11:51:27.31158"
268,54,"G","customEmailFooterReturn","false","<p align=""""justify""""><b>¿Desea Usar un pie de pagina personalizado en los correos de devoluciones?</b><br> SI: Se usará pie de pagina personalizado<BR> NO: No se usará pie de pagina personalizado</p>","selectBoolean","","notificationsReturn","true",True,"I","2026-04-28 18:53:49.112425"
269,55,"G","customEmailFooterReturnText","","<p align=""""justify""""><b>Indique el pie de pagina a usar en  existencia de productos</b><br> SI: Coloque pie de pagina<BR> NO: Dejar el campo vacio</p>","text","","customEmailFooterReturn","true",True,"I","2026-03-04 11:51:27.31158"
270,56,"G","customEmailFooterStock","false","<p align=""""justify""""><b>¿Desea Usar un pie de pagina personalizado en los correos de  existencia de productos?</b><br> SI: Se usará pie de pagina personalizado<BR> NO: No se usará pie de pagina personalizado</p>","selectBoolean","","notificationsClientStock","true",True,"I","2026-04-28 18:53:49.112425"
271,57,"G","customEmailFooterStockText","","<p align=""""justify""""><b>Indique el pie de pagina a usar en inventario</b><br> SI: Coloque pie de pagina<BR> NO: Dejar el campo vacio</p>","text","","customEmailFooterStock","true",True,"I","2026-03-04 11:51:27.31158"
272,58,"G","customEmailFooterPotClient","false","<p align=""""justify""""><b>¿Desea Usar un pie de pagina personalizado en los correos de clientes potenciales?</b><br> SI: Se usará pie de pagina personalizado<BR> NO: No se usará pie de pagina personalizado</p>","selectBoolean","","notificationsPotentialClient","true",True,"I","2026-04-28 18:53:49.112425"
273,59,"G","customEmailFooterPotClientText","","<p align=""""justify""""><b>Indique el pie de pagina a usar en clientes potenciales</b><br> SI: Coloque pie de pagina<BR> NO: Dejar el campo vacio</p>","text","","customEmailFooterPotClient","true",True,"I","2026-03-04 11:51:27.31158"
274,60,"G","customEmailFooterDeposit","false","<p align=""""justify""""><b>¿Desea Usar un pie de pagina personalizado en los correos de depositos?</b><br> SI: Se usará pie de pagina personalizado<BR> NO: No se usará pie de pagina personalizado</p>","selectBoolean","","notificationsDeposit","true",True,"I","2026-04-28 18:53:49.112425"
275,61,"G","customEmailFooterDepositText","","<p align=""""justify""""><b>Indique el pie de pagina a usar en depositos</b><br> SI: Coloque pie de pagina<BR> NO: Dejar el campo vacio</p>","text","","customEmailFooterDeposit","true",True,"I","2026-03-04 11:51:27.31158"
276,62,"G","showWarehouseNotification","false","<p align=""""justify""""><b>¿Desea mostrar el almacén en los correos de pedidos?</b><br> SI: Se mostrará almacén<BR> NO: No se mostrará almacén</p>","selectBoolean","","notificationsOrder","true",True,"I","2026-06-12 13:20:01.93454"
277,63,"G","showPriceListNotification","false","<p align=""""justify""""><b>¿Desea mostrar la lista de precio en los correos de pedidos?</b><br> SI: Se mostrará lista de precio<BR> NO: No se mostrará lista de precio</p>","selectBoolean","","notificationsOrder","true",True,"I","2026-06-12 13:20:01.93454"
278,62,"G","notificationsClientOrder","false","<p align=""""justify""""><b>¿Desea enviar correos de Pedidos a los clientes?</b><br> SI: Se enviarán correos a los clientes<BR> NO: No se enviarán correos a los clientes</p>","selectBoolean","","notificationsOrder","true",True,"I","2026-06-12 13:20:01.93454"
279,63,"G","notificationsClientCollection","false","<p align=""""justify""""><b>¿Desea enviar correos de Cobros a los clientes?</b><br> SI: Se enviarán correos a los clientes<BR> NO: No se enviarán correos a los clientes</p>","selectBoolean","","notificationsCollection","true",True,"I","2026-06-12 13:20:01.93454"
280,64,"G","notificationsClientDeposit","false","<p align=""""justify""""><b>¿Desea enviar correos de Depositos a los clientes?</b><br> SI: Se enviarán correos a los clientes<BR> NO: No se enviarán correos a los clientes</p>","selectBoolean","","notificationsDeposit","true",True,"I","2026-06-12 13:20:01.93454"
281,65,"G","notificationsClientVisit","false","<p align=""""justify""""><b>¿Desea enviar correos de Visitas a los clientes?</b><br> SI: Se enviarán correos a los clientes<BR> NO: No se enviarán correos a los clientes</p>","selectBoolean","","notificationsVisit","true",True,"I","2026-06-12 13:20:01.93454"
282,66,"G","notificationsClientReturn","false","<p align=""""justify""""><b>¿Desea enviar correos de Devoluciones a los clientes?</b><br> SI: Se enviarán correos a los clientes<BR> NO: No se enviarán correos a los clientes</p>","selectBoolean","","notificationsReturn","true",True,"I","2026-06-12 13:20:01.93454"
283,49,"C","canChangeRate","true","< align=""justify""><b>¿Desea permitir cambiar la fecha de la tasa?</b><br> SI: Se permite cambiar la fecha de la tasa <br> NO: No se permite cambiar la fecha de la tasa</p>","selectBoolean","","","",True,"I","2026-05-12 14:53:12.408192"
284,50,"C","enablePartialPayment","true","<p align=""justify""><b>¿Desea habilitar el selector de pago parcial?</b></b><br> SI: Se permite pago parcial <br> NO: No se permite pago parcial</p></p>","selectBoolean","","","",True,"I","2026-03-04 11:52:45.828156"
285,51,"C","alwaysPartialPayment","false","<p align=""justify""><b>¿Desea activar siempre la opción pago parcial?</b></b><br> SI: Estara siempre activada la opción pago parcial<br>NO: Estara desactivada la opción pago parcial</p></p>","selectBoolean","","","",False,"I","2026-03-04 11:52:45.828156"
286,52,"C","missingRetention","false","<p align=""justify""><b>¿Desea habilitar el selector de falta retención?</b></b><br> SI: Se activa opcion Falta retención <br> NO: No se activa opcion Falta retención</p></p>","selectBoolean","","","",False,"I","2026-03-04 11:52:45.828156"
288,3,"C","retencion","true","<p align=""justify""><b>¿Realizan retenciones de impuestos en el modulo de cobros? </b><br> SI: Se habilita la opción de retenciones en cobros <br> NO: No se habilita la opción de retenciones en cobros</p>","selectBoolean","","","",True,"I","2026-03-19 14:17:08.856893"
299,46,"G","quFileAttach","1","<p align=""""justify""""><b>Cantidad maxima de archivos adjuntos (PDF, WORD, EXCEL). Esto no afecta la cantidad de imagenes.</p>","integer","1,5","","",False,"I","2026-04-13 12:02:30.805337"
300,54,"C","requiredCollectionAttachments","true","<p align=""justify""><b>¿El adjunto es obligatorio para enviar el cobro?</b><br> SI: Se requiere al menos un adjunto <br> NO: No se requiere adjunto</p>","selectBoolean","","","",True,"I","2026-04-28 19:31:23.33768"
301,48,"P","setProductDiscount","true","<p align=""justify""><b>¿Desea ingresar un descuento de producto?</b><br> SI: Se habilita campo para colocar el descuento del producto <br> NO: No se habilita campo</p>","selectBoolean","","userCanSelectProductDiscount","false",True,"I","2026-04-28 19:12:57.000617"
302,49,"P","setMaxProductDiscount","5","<p align=""justify""><b>Indique el porcentaje de descuento máximo:</b><br></p>","integer","0,100","setProductDiscount","true",True,"I","2026-05-05 15:51:10.209869"
303,43,"P","priceListInfoModal","false","<p align=""""justify""""><b>¿Desea mostrar un modal con la información de listas de precios?</b><br> SI: Se mostrará un boton de información  de listas de precios en la seleccion de productos.<BR> NO: No se mostrará boton de información</p>","selectBoolean","","","",True,"I","2026-05-05 15:49:00.785828"
304,611,"G","productsOrderBy","na_product","<p align=""justify""><b>¿Qué campo desea usar para ordenar la lista de productos? </b><br> ""co_product"" para ordenar los productos por código <br> ""na_product"" para ordenar los productos por nombre <br> ""nu_priority"" para ordenar los productos por prioridad</p>","selectText","co_product,na_product,nu_priority","","",True,"I","2026-04-29 17:18:47.901675"
306,55,"C","enabledManualRate","false","<p align=""justify""><b>¿Desea colocar el valor de la tasa manualmente?</b></b><br> SI: Se permite ingresar valor de la tasa<br> NO: No se permite ingresar valor de la tasa</p>","selectBoolean","","","",True,"I","2026-04-29 17:18:47.901675"
309,53,"C","alwaysRetention","false","<p align=""justify""><b>¿Desea activar siempre la falta retención?</b></b><br> SI: Se activa siempre falta retención <br> NO: No se activa siempre falta retención</p></p>","selectBoolean","","","",True,"I","2026-04-29 17:19:00.578753"
310,49,"G","hideProductWarehouse","false","<p align=""""justify""""><b>¿Desea ocultar apartado de almacenes y stock en modulo de productos?</b><br> SI: Se ocultarán almacenes y stock<BR> NO: Se mostrarán almacenes y stock</p>","selectBoolean","","","",True,"I","2026-05-05 15:24:54.879367"
311,630,"C","streetDay","false","<p align=""justify""><b>¿Desea observar los Días de calle de la factura en el reporte de Cobros?</b><br> SI: Se visualizara los dias de calle <br> NO: No se visualizaran los dias de calle/p></p>","selectBoolean","","","",True,"I","2026-05-05 15:24:54.879367"
312,48,"G","transactionCoordinateRadius","50","<p align=""justify""><b>Distancia Maxima (en Metros) entre la coordenada de la transaccion y la de la sucursal. Distancias mayores seran marcadas como fuera de rango en reportes.</b></b><br> </p></p>","integer","50,500","","",True,"I","2026-05-05 15:24:54.879367"
313,44,"P","unitByPriceList","false","<p align=""""justify""""><b>¿Desea seleccionar las Unidades segun Lista de Precio?</b><br> SI: Debe asociar Listas de precio y unidades en la Web<BR> NO: No es necesario asociar listas de precio y unidades</p>","selectBoolean","","","",False,"I","2026-06-09 21:15:15.315129"
314,42,"P","suggestedOrderByDispatchAndReturn","false","<p align=""""justify""""><b>¿Desea que se tomen en cuenta las Devoluciones y Facturaciones para el pedido sugerido?</b><br> SI: Se tomarán en cuenta Devoluciones y Facturaciones<BR> NO: No se tomarán en cuenta Devoluciones y Facturaciones</p>","selectBoolean","","suggestedOrder","true",False,"I","2026-06-09 21:15:15.315129"
